sample_id,filepath,observed_poisoned_label,clean_label_eval_only,is_adversarially_flipped_eval_only,attack_target_eval_only,attack_score_eval_only,attack_gradient_conflict_eval_only,attack_target_plausibility_eval_only,reliability,loss_clean_signal,consistency_clean_signal,proto_clean_signal,grad_clean_signal,teacher_conf
2775,/content/Dataset/NORM/NORM-MPHHPSIN.jpg,6,6,0,4,0.99767745,0.8065599,0.91362774,0.603762,0.44866857,0.986014,0.48470476,0.641745,0.25364235
2776,/content/Dataset/TUM/TUM-RPLGGRYE.jpg,6,8,1,6,0.98737526,0.7921132,1.0,0.45562136,0.06956396,0.98927504,0.13367613,0.9999996,0.2636439
2777,/content/Dataset/LYM/LYM-AGRYSCEP.jpg,3,3,0,8,0.33476076,0.853822,1.0,0.2453878,0.0072967894,0.99154973,0.17809592,9.967491e-30,0.21561518
2778,/content/Dataset/LYM/LYM-RTNDEWFF.jpg,4,3,1,4,1.0542315,0.8148809,0.9846166,0.4852264,0.11602244,0.98644227,0.1893203,1.0,0.27956647
2779,/content/Dataset/DEB/DEB-WGAFDGNY.jpg,2,2,0,3,1.0182581,0.79258263,1.0,0.7543177,0.62155324,0.98744214,0.55714273,1.0,0.29613397
2780,/content/Dataset/LYM/LYM-SDAPEQKK.jpg,4,3,1,4,1.0585476,0.8150123,1.0,0.5110984,0.16622064,0.98395246,0.2245226,1.0,0.26736072
2781,/content/Dataset/DEB/DEB-TSKMWCNM.jpg,3,2,1,3,1.0198207,0.79443896,1.0,0.23254639,0.017026208,0.9861647,0.11741706,0.0,0.28125468
2782,/content/Dataset/NORM/NORM-QTYYTFMI.jpg,6,6,0,8,0.97215617,0.77676356,1.0,0.77427626,0.62211984,0.98415375,0.6388155,0.99999833,0.281366
2783,/content/Dataset/DEB/DEB-TVPDGYCQ.jpg,2,2,0,3,1.0184951,0.7927846,1.0,0.7897955,0.6492378,0.9871742,0.66050977,1.0,0.29760846
2784,/content/Dataset/LYM/LYM-DKSAVHGK.jpg,3,3,0,4,1.0518678,0.8151206,0.9764775,0.720589,0.5459297,0.98715824,0.528328,1.0,0.29134148
2785,/content/Dataset/ADI/ADI-HWPDTDRF.jpg,0,0,0,4,1.0850052,0.82355094,1.0,0.8109691,0.7140266,0.98341244,0.6575094,1.0,0.32264176
2786,/content/Dataset/NORM/NORM-AQMIWHLH.jpg,6,6,0,8,0.9744352,0.77964544,1.0,0.79618156,0.6532782,0.9860285,0.68131393,0.99999994,0.28701076
2787,/content/Dataset/MUC/MUC-WAAHRNCM.jpg,4,4,0,7,0.32866248,0.7519752,1.0,0.20227107,0.00033535014,0.97939676,0.025097378,0.0,0.249736
2788,/content/Dataset/ADI/ADI-EYMHTVGI.jpg,0,0,0,4,1.0835229,0.8230596,0.9963445,0.5898366,0.27234474,0.98652285,0.38884538,1.0,0.2884622
2789,/content/Dataset/MUC/MUC-QSVRHRFR.jpg,2,4,1,2,1.0584917,0.8293014,1.0,0.19856954,0.00033535014,0.99088883,0.0010975843,0.0,0.24202381
2790,/content/Dataset/DEB/DEB-QILWRDLQ.jpg,2,2,0,3,1.0180637,0.7916361,1.0,0.76103836,0.62447315,0.98665667,0.58056563,1.0,0.29628697
2791,/content/Dataset/TUM/TUM-YGGPHDQA.jpg,8,8,0,6,0.98551506,0.78878725,1.0,0.722644,0.5491445,0.987943,0.53141916,1.0,0.27019697
2792,/content/Dataset/ADI/ADI-GMMCDTSE.jpg,0,0,0,4,1.0852414,0.82392126,1.0,0.7578721,0.599644,0.9832652,0.6053747,1.0,0.31305808
2793,/content/Dataset/TUM/TUM-YWVASKHF.jpg,6,8,1,6,0.98616076,0.7906275,1.0,0.47752297,0.121407695,0.9791451,0.15680502,1.0,0.26444265
2794,/content/Dataset/MUC/MUC-RAKIAMVN.jpg,4,4,0,7,0.99253726,0.7945361,1.0,0.7928408,0.6614627,0.9839447,0.65815943,1.0,0.31030592
2795,/content/Dataset/MUC/MUC-YMLSRIAD.jpg,4,4,0,6,1.0087422,0.8002663,0.9757623,0.78480965,0.6494068,0.985458,0.6417029,1.0,0.30757827
2796,/content/Dataset/LYM/LYM-VGIHSVGM.jpg,6,3,1,6,1.0842959,0.83384776,1.0,0.26333964,0.04568546,0.9853946,0.20108317,5.4935587e-16,0.23125911
2797,/content/Dataset/NORM/NORM-TTFVMVKP.jpg,4,6,1,4,1.0081301,0.80761784,0.94666535,0.35083532,0.25652277,0.9865572,0.25496373,3.9123615e-16,0.23963565
2798,/content/Dataset/DEB/DEB-RFKLWCKR.jpg,3,2,1,3,1.0194919,0.7951169,1.0,0.22139415,0.0055677127,0.9881568,0.087256394,0.0,0.28938133
2799,/content/Dataset/LYM/LYM-QWMEVPCY.jpg,3,3,0,4,1.0522697,0.81491375,0.97838646,0.7144136,0.53322804,0.98700994,0.5215272,1.0,0.2890822
2800,/content/Dataset/MUC/MUC-WFMECKQM.jpg,4,4,0,7,0.33538768,0.8253365,1.0,0.23761505,0.02408526,0.95300883,0.15433379,3e-45,0.20785676
2801,/content/Dataset/LYM/LYM-TRAEDIHT.jpg,3,3,0,2,1.0502833,0.81089544,1.0,0.79407877,0.6489921,0.9885936,0.6768513,1.0,0.31107196
2802,/content/Dataset/NORM/NORM-PEPVEKMS.jpg,6,6,0,4,0.99905324,0.8069779,0.9170917,0.801658,0.662142,0.9867472,0.6902354,0.99999994,0.28867924
2803,/content/Dataset/LYM/LYM-PQPAMCYL.jpg,8,3,1,8,1.0900885,0.85563976,1.0,0.19883889,0.00033535014,0.98723054,0.005101655,0.0,0.25840572
2804,/content/Dataset/MUC/MUC-QCSCIWMA.jpg,4,4,0,6,1.0166308,0.8025382,1.0,0.794846,0.6617371,0.9844368,0.6654027,1.0,0.31036884
2805,/content/Dataset/DEB/DEB-TENWCLWV.jpg,2,2,0,3,1.0170325,0.791592,1.0,0.72808856,0.57427144,0.9845369,0.5207448,1.0,0.29372188
2806,/content/Dataset/LYM/LYM-IWVGAQIR.jpg,4,3,1,4,1.0585794,0.8150412,0.99963385,0.48741126,0.12031068,0.9869132,0.19167958,1.0,0.27901277
2807,/content/Dataset/DEB/DEB-PDWNINMC.jpg,3,2,1,3,1.0198599,0.79576945,1.0,0.22318646,0.0076883533,0.9868368,0.092512704,0.0,0.29091123
2808,/content/Dataset/LYM/LYM-QFCEWHLV.jpg,3,3,0,2,1.0471268,0.80514956,1.0,0.6879425,0.48408782,0.9871902,0.484295,1.0,0.28054944
2809,/content/Dataset/ADI/ADI-HFIEDHIP.jpg,3,0,1,3,1.1023693,0.8213825,1.0,0.42813018,0.020917064,0.98659945,0.09395723,1.0,0.31107953
2810,/content/Dataset/ADI/ADI-AQFESSRA.jpg,0,0,0,2,1.0913061,0.82130486,1.0,0.672182,0.434067,0.9874993,0.4910349,1.0,0.30093643
2811,/content/Dataset/TUM/TUM-VYDDSIPS.jpg,6,8,1,6,0.9863412,0.7906549,1.0,0.47117406,0.10980874,0.9868012,0.14152302,1.0,0.27347323
2812,/content/Dataset/MUC/MUC-WIEPNKAI.jpg,4,4,0,7,0.992122,0.7953701,1.0,0.7278717,0.589174,0.9860826,0.49780136,0.9999699,0.29483384
2813,/content/Dataset/NORM/NORM-YLCKTGAN.jpg,4,6,1,4,1.0075079,0.80823255,0.94285953,0.2885982,0.12957697,0.9871197,0.18328935,1.6533327e-28,0.26477313
2814,/content/Dataset/LYM/LYM-TLDDWEII.jpg,3,3,0,2,1.04737,0.804819,1.0,0.7449169,0.5894107,0.9869074,0.56496674,1.0,0.29931313
2815,/content/Dataset/DEB/DEB-SEGVMNQK.jpg,2,2,0,3,1.0170155,0.79183817,1.0,0.28812504,0.057671875,0.98327506,0.28513944,1.353833e-23,0.25830203
2816,/content/Dataset/BACK/BACK-NWAIADAL.jpg,1,1,0,3,1.0669408,0.8105649,1.0,0.71522224,0.5612658,0.9866022,0.48583505,1.0,0.29259485
2817,/content/Dataset/TUM/TUM-WWIEATPW.jpg,8,8,0,6,0.9840801,0.7866168,1.0,0.83646303,0.71529466,0.98833555,0.75377125,1.0,0.28766787
2818,/content/Dataset/STR/STR-VKSVHVAW.jpg,8,7,1,8,0.954243,0.8592584,1.0,0.19565298,0.00040594858,0.96767217,0.007905845,0.0,0.2459678
2819,/content/Dataset/MUC/MUC-VSRINYQM.jpg,6,4,1,6,1.01899,0.8091479,1.0,0.23434871,0.017622886,0.98418933,0.12537134,2.0585415e-33,0.30870444
2820,/content/Dataset/ADI/ADI-HIVRAVVS.jpg,0,0,0,4,1.0835874,0.8234221,0.99610126,0.6513639,0.3977431,0.98317885,0.46207222,1.0,0.29829168
2821,/content/Dataset/MUC/MUC-SQFSKFTH.jpg,6,4,1,6,1.0187832,0.8259877,1.0,0.25624835,0.043965332,0.9843108,0.1759933,4.3192943e-24,0.29562405
2822,/content/Dataset/TUM/TUM-QGWPSLLK.jpg,8,8,0,6,0.98488814,0.7881204,1.0,0.73240745,0.5746116,0.98657656,0.5359124,1.0,0.27262738
2823,/content/Dataset/MUC/MUC-VPWPWHHP.jpg,4,4,0,6,1.0102907,0.80113995,0.98017955,0.7656677,0.6292613,0.9852068,0.5935395,1.0,0.3031653
2824,/content/Dataset/STR/STR-QMECLSLN.jpg,7,7,0,5,0.4025141,0.8673134,1.0,0.7276272,0.5795056,0.9819254,0.51366276,0.9999975,0.26124305
2825,/content/Dataset/ADI/ADI-ELMEKCET.jpg,0,0,0,5,1.0901077,0.8296999,0.97350204,0.71353245,0.47741,0.98815703,0.5952302,1.0,0.30405736
2826,/content/Dataset/MUC/MUC-PSCTIEMW.jpg,4,4,0,3,1.0169806,0.79150224,1.0,0.7869898,0.65398425,0.9850623,0.64433134,1.0,0.3086058
2827,/content/Dataset/MUS/MUS-VGDPKKSY.jpg,5,5,0,7,0.96007293,0.7918782,1.0,0.3090594,0.12322473,0.9439133,0.3085924,0.0,0.21035619
2828,/content/Dataset/ADI/ADI-EEWIASVN.jpg,0,0,0,3,1.1018912,0.82059973,1.0,0.6177438,0.3302566,0.9838694,0.42152035,1.0,0.29319376
2829,/content/Dataset/LYM/LYM-ADETEHME.jpg,3,3,0,2,1.0527796,0.8180493,1.0,0.78837395,0.6280058,0.9889221,0.6831501,1.0,0.30679438
2830,/content/Dataset/BACK/BACK-AECAYWLQ.jpg,0,1,1,0,1.0790783,0.8209317,1.0,0.7462719,0.6902143,0.9848155,0.4309355,1.0,0.32048064
2831,/content/Dataset/DEB/DEB-SLTMCLYI.jpg,8,2,1,8,1.043165,0.8184038,0.97516704,0.20674919,0.006368135,0.9794928,0.034487125,0.0,0.23304169
2832,/content/Dataset/MUC/MUC-VPRMQKVC.jpg,4,4,0,7,0.9929146,0.79533994,1.0,0.78328407,0.6493999,0.985045,0.6359405,1.0,0.30757675
2833,/content/Dataset/MUS/MUS-VKACAGPV.jpg,5,5,0,7,0.9576267,0.78031856,1.0,0.5756248,0.57910025,0.9745942,0.71208346,2.1531123e-10,0.2780915
2834,/content/Dataset/ADI/ADI-HFPLHGVM.jpg,3,0,1,3,1.1021929,0.820967,1.0,0.4261352,0.018609302,0.98688376,0.0889808,1.0,0.3126499
2835,/content/Dataset/NORM/NORM-LTADSSIF.jpg,6,6,0,8,0.9728852,0.77742505,1.0,0.4821082,0.40620965,0.98701423,0.4579395,0.14023562,0.24724193
2836,/content/Dataset/DEB/DEB-VYWDIRGP.jpg,3,2,1,3,1.0194665,0.7940594,1.0,0.2558414,0.040517688,0.9726972,0.18848312,0.0,0.24126285
2837,/content/Dataset/DEB/DEB-NYQQPHIE.jpg,7,2,1,7,1.020754,0.8108251,1.0,0.1971624,0.00033535014,0.9843708,0.00068346405,0.0,0.28607127
2838,/content/Dataset/MUC/MUC-ARYWMMND.jpg,4,4,0,6,1.0134372,0.8017515,0.9911284,0.7874817,0.6617075,0.9842207,0.63615984,1.0,0.31036207
2839,/content/Dataset/LYM/LYM-VKIECRVQ.jpg,3,3,0,2,1.0482489,0.80643475,1.0,0.753552,0.6059337,0.9860928,0.57702655,1.0,0.30246145
2840,/content/Dataset/MUC/MUC-RHALFEQC.jpg,4,4,0,7,0.9930313,0.7966214,1.0,0.79522926,0.665745,0.98518485,0.6607261,1.0,0.31129196
2841,/content/Dataset/STR/STR-RATDPPIA.jpg,7,7,0,5,0.92230815,0.7662138,1.0,0.7580615,0.6510401,0.9867722,0.53137225,1.0,0.26718065
2842,/content/Dataset/MUC/MUC-KFYETVSM.jpg,4,4,0,6,1.0175656,0.8037874,1.0,0.7318346,0.58850837,0.98732024,0.5135741,0.9999954,0.29469985
2843,/content/Dataset/ADI/ADI-FSHFQNAA.jpg,0,0,0,5,1.1008368,0.83263195,1.0,0.81088597,0.68647873,0.9889784,0.691291,1.0,0.32015154
2844,/content/Dataset/TUM/TUM-VLTEFKPE.jpg,6,8,1,6,0.9922037,0.80619574,1.0,0.6191752,0.40578413,0.98384356,0.32152823,1.0,0.2471777
2845,/content/Dataset/MUS/MUS-AKDYMMHF.jpg,5,5,0,7,0.9605485,0.7849426,1.0,0.75438005,0.6117015,0.9844259,0.57359743,1.0,0.28643134
2846,/content/Dataset/BACK/BACK-LTNWMESM.jpg,2,1,1,2,1.0811119,0.8312096,1.0,0.19726089,0.00033535014,0.9852984,0.00033535014,0.0,0.2574136
2847,/content/Dataset/MUS/MUS-PDMEHWLN.jpg,0,5,1,0,1.0389403,0.8155087,0.92640245,0.19815575,0.00033535014,0.98424923,0.004754095,0.0,0.24965002
2848,/content/Dataset/NORM/NORM-YAQGFALE.jpg,4,6,1,4,1.0131712,0.8064766,0.9705356,0.35987434,0.27210122,0.9871806,0.26881117,8.865247e-14,0.23743908
2849,/content/Dataset/LYM/LYM-TTPCCRHN.jpg,5,3,1,5,1.0628494,0.8440565,1.0,0.20798714,0.00246384,0.9861267,0.03959784,0.0,0.27511093
2850,/content/Dataset/MUS/MUS-NMKPAALT.jpg,4,5,1,4,1.0455233,0.8458238,1.0,0.23447484,0.018623766,0.974398,0.13230766,1e-45,0.2214255
2851,/content/Dataset/MUC/MUC-YHHWNTRV.jpg,4,4,0,6,1.0171221,0.8031597,1.0,0.7805336,0.65857553,0.9842625,0.6127187,1.0,0.30964634
2852,/content/Dataset/STR/STR-WNNQSCKA.jpg,7,7,0,5,0.92475253,0.7749137,1.0,0.77368385,0.6475186,0.9845979,0.600531,0.99999994,0.26687422
2853,/content/Dataset/MUS/MUS-NNRSNERL.jpg,5,5,0,7,0.95999694,0.7849724,1.0,0.7862228,0.6506876,0.98627514,0.6449086,1.0,0.29710212
2854,/content/Dataset/NORM/NORM-WFIQYYWF.jpg,6,6,0,8,0.9746249,0.7797209,1.0,0.80729777,0.7036588,0.9871618,0.6543394,1.0,0.29695234
2855,/content/Dataset/DEB/DEB-SDVKLRAW.jpg,2,2,0,7,1.0170656,0.8445579,1.0,0.24245101,0.07779573,0.98182356,0.0754312,0.0,0.26176906
2856,/content/Dataset/ADI/ADI-GFNGHIAQ.jpg,0,0,0,5,1.1003554,0.8321301,1.0,0.75318635,0.59175336,0.9886179,0.5933964,1.0,0.31245345
2857,/content/Dataset/MUC/MUC-SPWAKCNL.jpg,4,4,0,7,0.99338424,0.79642606,1.0,0.79679424,0.66973907,0.98403627,0.6623133,1.0,0.31222016
2858,/content/Dataset/NORM/NORM-SHWQPCER.jpg,4,6,1,4,1.0164337,0.80736333,0.9779089,0.41391107,0.37310326,0.9861149,0.3443977,1.2683156e-05,0.25492355
2859,/content/Dataset/ADI/ADI-FWCQWCTW.jpg,0,0,0,4,1.084995,0.82310206,1.0,0.7560299,0.5968242,0.98799485,0.59816986,1.0,0.31284145
2860,/content/Dataset/MUC/MUC-PHCKKMST.jpg,4,4,0,3,1.0172873,0.7920068,1.0,0.7923469,0.66309285,0.9839715,0.65388054,1.0,0.3106802
2861,/content/Dataset/MUC/MUC-VSIIVKKP.jpg,4,4,0,3,1.0175142,0.7923397,1.0,0.7882892,0.6565855,0.98423135,0.64655197,1.0,0.30919412
2862,/content/Dataset/NORM/NORM-YIWDQCMK.jpg,4,6,1,4,1.016126,0.80876195,0.9717211,0.2618383,0.07697158,0.9856749,0.15105301,8.999242e-36,0.27717078
2863,/content/Dataset/TUM/TUM-QQKWLIRL.jpg,8,8,0,6,0.98399436,0.7866576,1.0,0.8036132,0.66732025,0.987188,0.6904541,1.0,0.28211722
2864,/content/Dataset/TUM/TUM-TEWMWHIC.jpg,8,8,0,6,0.98311985,0.78599226,1.0,0.82118833,0.6962779,0.987711,0.7197956,1.0,0.2853965
2865,/content/Dataset/NORM/NORM-STQEQAEH.jpg,6,6,0,4,1.0007907,0.80757236,0.9217494,0.7594769,0.5992253,0.9861512,0.61008555,0.9999819,0.27740446
2866,/content/Dataset/NORM/NORM-RYSPHRCQ.jpg,6,6,0,8,0.9760031,0.7826824,1.0,0.6289505,0.44673744,0.9848415,0.49072787,0.7647105,0.25335088
2867,/content/Dataset/LYM/LYM-TFFQGFED.jpg,3,3,0,2,1.0477016,0.8059295,1.0,0.71120214,0.5275804,0.9871492,0.5164767,1.0,0.2880859
2868,/content/Dataset/NORM/NORM-NVAEMQRQ.jpg,4,6,1,4,1.0044045,0.80638295,0.9368936,0.28872836,0.12968758,0.98668945,0.18399918,2.9691783e-28,0.265593
2869,/content/Dataset/DEB/DEB-PYWKKKDN.jpg,2,2,0,3,1.019151,0.7942521,1.0,0.7793879,0.6222846,0.98610103,0.65747243,1.0,0.29617223
2870,/content/Dataset/DEB/DEB-SRQVIENT.jpg,2,2,0,3,1.0183905,0.7946133,1.0,0.20166433,0.00033535014,0.9870566,0.016542524,0.0,0.20651437
2871,/content/Dataset/BACK/BACK-LHYCPWMS.jpg,1,1,0,8,1.0660199,0.81735635,1.0,0.8040989,0.5726758,0.98611784,0.8294741,0.9953513,0.29288
2872,/content/Dataset/MUC/MUC-ATSIDPET.jpg,4,4,0,3,1.0175449,0.79242396,1.0,0.78016275,0.65200007,0.9847806,0.62002635,1.0,0.30815923
2873,/content/Dataset/LYM/LYM-PWNVSFML.jpg,3,3,0,4,1.0506771,0.8145536,0.9736208,0.667744,0.4446431,0.98646086,0.4593068,1.0,0.2738529
2874,/content/Dataset/NORM/NORM-MHQHQPWG.jpg,6,6,0,4,1.0020615,0.8074204,0.926657,0.4022893,0.30347565,0.9854756,0.39582452,0.00010783435,0.24222063
2875,/content/Dataset/BACK/BACK-KLVSNESF.jpg,1,1,0,2,1.069181,0.8228537,0.9642768,0.6296616,0.40214768,0.9867953,0.36620337,1.0,0.2886793
2876,/content/Dataset/DEB/DEB-ADNYYWQP.jpg,2,2,0,3,1.0176907,0.791593,1.0,0.6430423,0.44227204,0.982552,0.36694676,1.0,0.2873098
2877,/content/Dataset/STR/STR-TLAMASDW.jpg,7,7,0,5,0.9202887,0.76401633,1.0,0.79037225,0.68980604,0.98698384,0.6061736,1.0,0.27068475
2878,/content/Dataset/DEB/DEB-VGNMTVCI.jpg,3,2,1,3,1.020348,0.79774344,1.0,0.27924103,0.061172206,0.9915024,0.23812117,3.784681e-25,0.21471398
2879,/content/Dataset/ADI/ADI-CTDGQAKC.jpg,0,0,0,5,1.1004736,0.8321334,1.0,0.8174971,0.6954622,0.9871195,0.7066457,1.0,0.32094732
2880,/content/Dataset/LYM/LYM-RHSKYNRT.jpg,3,3,0,2,1.0480195,0.8061594,1.0,0.78303784,0.6472648,0.986469,0.6368056,1.0,0.3107134
2881,/content/Dataset/ADI/ADI-EGWPYGKI.jpg,3,0,1,3,1.1021613,0.82098866,1.0,0.420748,0.010681318,0.98905116,0.07679728,1.0,0.31569898
2882,/content/Dataset/BACK/BACK-MFSMRHDC.jpg,6,1,1,6,1.0763808,0.8383376,1.0,0.19989389,0.00033535014,0.9728951,0.02079,0.0,0.2584797
2883,/content/Dataset/TUM/TUM-WESFKHSV.jpg,8,8,0,6,0.9856286,0.7887276,1.0,0.71298766,0.5413666,0.98752844,0.5040148,1.0,0.2694645
2884,/content/Dataset/DEB/DEB-WDIAYVPD.jpg,8,2,1,8,1.05037,0.82909405,1.0,0.19834927,0.00033535014,0.9877723,0.0027097785,0.0,0.27312875
2885,/content/Dataset/MUS/MUS-SIAYCSGS.jpg,5,5,0,0,0.45644784,0.90125495,1.0,0.37211967,0.2297933,0.975056,0.38672328,0.0,0.23691046
2886,/content/Dataset/ADI/ADI-FFLIIIVV.jpg,0,0,0,4,1.0845532,0.82280993,1.0,0.7564084,0.5886275,0.9817719,0.6161376,1.0,0.31221527
2887,/content/Dataset/BACK/BACK-KDMCFFTL.jpg,0,1,1,0,1.0754082,0.81056905,1.0,0.39883673,0.00033535014,0.98674273,0.0054835062,0.99999964,0.29006207
2888,/content/Dataset/TUM/TUM-RLRLNTGE.jpg,6,8,1,6,0.98832405,0.7944913,1.0,0.632994,0.4444028,0.9872129,0.32004187,1.0,0.25299865
2889,/content/Dataset/TUM/TUM-RCMSHEWA.jpg,8,8,0,6,0.98208046,0.7857996,1.0,0.7593615,0.5885059,0.9858309,0.6248731,0.9999999,0.27397785
2890,/content/Dataset/LYM/LYM-PRKAMVYI.jpg,3,3,0,2,1.048119,0.8058502,1.0,0.76495117,0.6212473,0.9866042,0.60077506,1.0,0.30545083
2891,/content/Dataset/BACK/BACK-IYTWDDCF.jpg,0,1,1,0,1.0751433,0.8108628,1.0,0.40020704,0.00033535014,0.9869741,0.010779249,1.0,0.27205476
2892,/content/Dataset/LYM/LYM-PCLICYKC.jpg,3,3,0,2,1.0489917,0.80773336,1.0,0.7960704,0.672525,0.98652226,0.653529,1.0,0.31608582
2893,/content/Dataset/LYM/LYM-AFSIMLMN.jpg,3,3,0,2,1.04822,0.80646896,1.0,0.77541155,0.64157647,0.9861835,0.6144923,1.0,0.30954123
2894,/content/Dataset/MUC/MUC-VTMQDALR.jpg,4,4,0,7,0.9927042,0.7952509,1.0,0.467181,0.37823406,0.96515507,0.5647559,0.0028954505,0.25584748
2895,/content/Dataset/ADI/ADI-EIKEVKMA.jpg,0,0,0,4,1.0845418,0.82288134,1.0,0.7556953,0.60306484,0.9846546,0.59076667,1.0,0.31332177
2896,/content/Dataset/TUM/TUM-VKSASHGE.jpg,8,8,0,6,0.98509467,0.78804696,1.0,0.7228431,0.5557581,0.9873396,0.52343947,1.0,0.27082318
2897,/content/Dataset/DEB/DEB-TLLMYWAC.jpg,2,2,0,7,1.0094618,0.8515585,1.0,0.63553107,0.32644662,0.98859125,0.49458647,0.9995494,0.28149214
2898,/content/Dataset/MUC/MUC-QVYKFFRD.jpg,4,4,0,7,0.9924324,0.79443717,1.0,0.78987616,0.6603608,0.98400515,0.6477956,1.0,0.31005374
2899,/content/Dataset/TUM/TUM-YCFPGSYM.jpg,8,8,0,6,0.3321079,0.8361952,1.0,0.20538953,0.004026232,0.9853863,0.027612371,0.0,0.2878141
2900,/content/Dataset/ADI/ADI-ICHMRNNR.jpg,0,0,0,4,1.0853422,0.8239844,1.0,0.68420327,0.46338817,0.9815446,0.502834,1.0,0.30304918
2901,/content/Dataset/MUS/MUS-PPRQSGKN.jpg,5,5,0,4,0.94940746,0.8811541,1.0,0.48983502,0.39927167,0.9916579,0.60703343,0.0,0.23725978
2902,/content/Dataset/MUS/MUS-CLWMNIML.jpg,5,5,0,7,0.9583132,0.7818128,1.0,0.766036,0.6159486,0.9828497,0.6155361,1.0,0.2875536
2903,/content/Dataset/ADI/ADI-HYDHATEA.jpg,3,0,1,3,1.1022652,0.821167,1.0,0.43352282,0.029473392,0.9852872,0.10459881,1.0,0.30560976
2904,/content/Dataset/LYM/LYM-NYKELWWE.jpg,4,3,1,4,1.0544395,0.8147201,0.9867825,0.4588707,0.06729806,0.9869174,0.15173154,1.0,0.29446816
2905,/content/Dataset/ADI/ADI-FVHSVNQV.jpg,0,0,0,4,1.0826539,0.8225975,0.9944006,0.7311501,0.5535386,0.9856565,0.56112117,1.0,0.3095862
2906,/content/Dataset/DEB/DEB-SNRLVFDS.jpg,3,2,1,3,1.0204389,0.7965744,1.0,0.27272767,0.07236337,0.96211225,0.21991217,3.489e-42,0.23571683
2907,/content/Dataset/MUS/MUS-PSCTNPKT.jpg,7,5,1,7,0.9626099,0.79047537,1.0,0.20957792,0.004620647,0.9739644,0.05267122,9.7e-44,0.2537994
2908,/content/Dataset/NORM/NORM-AEANPTAS.jpg,4,6,1,4,1.0050772,0.8083958,0.9336399,0.2953244,0.14196216,0.9848471,0.19467281,4.31403e-25,0.26294008
2909,/content/Dataset/MUS/MUS-NYFWWCCV.jpg,7,5,1,7,0.96270037,0.79505515,1.0,0.38426262,0.06877502,0.9837949,0.10717454,0.68319374,0.2648757
2910,/content/Dataset/ADI/ADI-EITDGRWR.jpg,3,0,1,3,1.1023428,0.8212612,1.0,0.4670707,0.08747381,0.98601687,0.15700588,1.0,0.280777
2911,/content/Dataset/STR/STR-YREGCERY.jpg,7,7,0,5,0.9236904,0.770985,1.0,0.8026466,0.70694816,0.9869517,0.6312974,0.99999994,0.2723246
2912,/content/Dataset/NORM/NORM-MWEWRFVG.jpg,4,6,1,4,1.0104457,0.80754066,0.9559555,0.25160396,0.058778554,0.9861803,0.13518162,9.9037e-41,0.28223148
2913,/content/Dataset/BACK/BACK-KPCNRWIV.jpg,1,1,0,3,1.0655258,0.80993223,1.0,0.4902298,0.2702349,0.9818877,0.7970801,1.2656589e-13,0.28509036
2914,/content/Dataset/DEB/DEB-SGRCGETN.jpg,2,2,0,3,1.0125887,0.79263425,1.0,0.4581259,0.18838274,0.9623939,0.30944413,0.6117607,0.27301168
2915,/content/Dataset/LYM/LYM-VNGHQRKS.jpg,3,3,0,2,1.0485977,0.8069174,1.0,0.78617024,0.65460783,0.9867366,0.6388407,1.0,0.3122461
2916,/content/Dataset/MUC/MUC-YQFDYMCH.jpg,0,4,1,0,1.0310534,0.79827785,1.0,0.19834462,0.00033535014,0.9886851,0.001960864,0.0,0.30048192
2917,/content/Dataset/MUC/MUC-QRDWQAIF.jpg,5,4,1,5,1.0313578,0.83032835,1.0,0.22653882,0.011439235,0.9816541,0.104817055,0.0,0.2585824
2918,/content/Dataset/NORM/NORM-STMPCFVW.jpg,6,6,0,8,0.97463447,0.77991176,1.0,0.7962141,0.6586301,0.9844695,0.67519915,0.9999997,0.28801453
2919,/content/Dataset/NORM/NORM-WQCPVPKH.jpg,6,6,0,8,0.9725415,0.7775217,1.0,0.7112484,0.5103667,0.9865198,0.5428492,0.9980191,0.26305556
2920,/content/Dataset/STR/STR-YGHYATEP.jpg,7,7,0,5,0.27999163,0.79299414,1.0,0.45250255,0.08509973,0.982312,0.10517379,0.9998089,0.27624252
2921,/content/Dataset/MUC/MUC-WRHHLCKM.jpg,4,4,0,7,0.99100345,0.7942135,0.99500763,0.78534824,0.6554687,0.98400587,0.63653207,1.0,0.30894113
2922,/content/Dataset/MUC/MUC-PNNKNMPR.jpg,4,4,0,6,1.0107589,0.80067074,0.9830553,0.7163768,0.56846035,0.9843695,0.48225117,0.99989486,0.29071927
2923,/content/Dataset/BACK/BACK-IVASSIAM.jpg,1,1,0,0,1.0733745,0.8471761,1.0,0.20533882,0.006430179,0.9707035,0.035790235,2.1981557e-21,0.26190725
2924,/content/Dataset/STR/STR-PSDLTEEQ.jpg,7,7,0,5,0.92719054,0.77916276,1.0,0.6149455,0.3858846,0.9846325,0.33183733,1.0,0.24645345
2925,/content/Dataset/ADI/ADI-CRARWWQI.jpg,0,0,0,3,1.1002978,0.820316,0.99585825,0.8089737,0.68351394,0.9862829,0.6899493,1.0,0.31989208
2926,/content/Dataset/STR/STR-RMQHVWAQ.jpg,2,7,1,2,0.99580747,0.8052919,1.0,0.19757643,0.00033535014,0.98687613,0.00033535014,0.0,0.25136155
